,ligand,receptor,annotation,LR
2768,GLS,GRIN2C,Non-protein Signaling,GLS_GRIN2C
2769,SLC17A6,GRIN2D,Non-protein Signaling,SLC17A6_GRIN2D
2770,GLS,GRIN2D,Non-protein Signaling,GLS_GRIN2D
2771,SLC17A7,GRIK4,Non-protein Signaling,SLC17A7_GRIK4
2772,SLC17A7,GRIK5,Non-protein Signaling,SLC17A7_GRIK5
2773,SLC17A7,GRIN1,Non-protein Signaling,SLC17A7_GRIN1
2774,SLC17A7,GRIN2A,Non-protein Signaling,SLC17A7_GRIN2A
2775,SLC17A7,GRIN2B,Non-protein Signaling,SLC17A7_GRIN2B
2776,SLC17A7,GRIN2C,Non-protein Signaling,SLC17A7_GRIN2C
2777,SLC17A7,GRIN2D,Non-protein Signaling,SLC17A7_GRIN2D
2778,SLC17A8,GRIK4,Non-protein Signaling,SLC17A8_GRIK4
2779,SLC17A8,GRIK5,Non-protein Signaling,SLC17A8_GRIK5
2780,SLC17A8,GRIN1,Non-protein Signaling,SLC17A8_GRIN1
2781,SLC17A8,GRIN2A,Non-protein Signaling,SLC17A8_GRIN2A
2782,SLC17A8,GRIN2B,Non-protein Signaling,SLC17A8_GRIN2B
2783,SLC17A8,GRIN2C,Non-protein Signaling,SLC17A8_GRIN2C
2784,SLC17A8,GRIN2D,Non-protein Signaling,SLC17A8_GRIN2D
2785,SLC1A1,GRIK4,Non-protein Signaling,SLC1A1_GRIK4
2786,SLC1A1,GRIK5,Non-protein Signaling,SLC1A1_GRIK5
2787,SLC1A1,GRIN1,Non-protein Signaling,SLC1A1_GRIN1
2788,SLC1A1,GRIN2A,Non-protein Signaling,SLC1A1_GRIN2A
2789,SLC1A1,GRIN2B,Non-protein Signaling,SLC1A1_GRIN2B
2790,SLC1A1,GRIN2C,Non-protein Signaling,SLC1A1_GRIN2C
2791,SLC1A1,GRIN2D,Non-protein Signaling,SLC1A1_GRIN2D
2792,SLC1A2,GRIK4,Non-protein Signaling,SLC1A2_GRIK4
2793,SLC1A2,GRIK5,Non-protein Signaling,SLC1A2_GRIK5
2794,SLC1A2,GRIN1,Non-protein Signaling,SLC1A2_GRIN1
2795,SLC1A2,GRIN2A,Non-protein Signaling,SLC1A2_GRIN2A
2796,SLC1A2,GRIN2B,Non-protein Signaling,SLC1A2_GRIN2B
2797,SLC1A2,GRIN2C,Non-protein Signaling,SLC1A2_GRIN2C
2798,SLC1A2,GRIN2D,Non-protein Signaling,SLC1A2_GRIN2D
2799,SLC1A3,GRIK4,Non-protein Signaling,SLC1A3_GRIK4
2800,SLC1A3,GRIK5,Non-protein Signaling,SLC1A3_GRIK5
2801,SLC1A3,GRIN1,Non-protein Signaling,SLC1A3_GRIN1
2802,SLC1A3,GRIN2A,Non-protein Signaling,SLC1A3_GRIN2A
2803,SLC1A3,GRIN2B,Non-protein Signaling,SLC1A3_GRIN2B
2804,SLC1A3,GRIN2C,Non-protein Signaling,SLC1A3_GRIN2C
2805,SLC1A3,GRIN2D,Non-protein Signaling,SLC1A3_GRIN2D
2806,SLC1A6,GRIK4,Non-protein Signaling,SLC1A6_GRIK4
2807,SLC1A6,GRIK5,Non-protein Signaling,SLC1A6_GRIK5
2808,SLC1A6,GRIN1,Non-protein Signaling,SLC1A6_GRIN1
2809,SLC1A6,GRIN2A,Non-protein Signaling,SLC1A6_GRIN2A
2810,SLC1A6,GRIN2B,Non-protein Signaling,SLC1A6_GRIN2B
2811,SLC1A6,GRIN2C,Non-protein Signaling,SLC1A6_GRIN2C
2812,SLC1A6,GRIN2D,Non-protein Signaling,SLC1A6_GRIN2D
2813,SLC1A7,GRIK4,Non-protein Signaling,SLC1A7_GRIK4
2814,SLC1A7,GRIK5,Non-protein Signaling,SLC1A7_GRIK5
2815,SLC1A7,GRIN1,Non-protein Signaling,SLC1A7_GRIN1
2816,SLC1A7,GRIN2A,Non-protein Signaling,SLC1A7_GRIN2A
2817,SLC1A7,GRIN2B,Non-protein Signaling,SLC1A7_GRIN2B
2818,SLC1A7,GRIN2C,Non-protein Signaling,SLC1A7_GRIN2C
2819,SLC1A7,GRIN2D,Non-protein Signaling,SLC1A7_GRIN2D
2820,GLS2,GRIK4,Non-protein Signaling,GLS2_GRIK4
2821,GLS2,GRIK5,Non-protein Signaling,GLS2_GRIK5
2822,GLS2,GRIN1,Non-protein Signaling,GLS2_GRIN1
2823,GLS2,GRIN2A,Non-protein Signaling,GLS2_GRIN2A
2824,GLS2,GRIN2B,Non-protein Signaling,GLS2_GRIN2B
2825,GLS2,GRIN2C,Non-protein Signaling,GLS2_GRIN2C
2826,GLS2,GRIN2D,Non-protein Signaling,GLS2_GRIN2D
2827,PTGR1,LTB4R,Non-protein Signaling,PTGR1_LTB4R
2828,PTGR1,LTB4R2,Non-protein Signaling,PTGR1_LTB4R2
2829,CYP11A1,NR1H4,Non-protein Signaling,CYP11A1_NR1H4
2830,CYP3A4,NR1H4,Non-protein Signaling,CYP3A4_NR1H4
2831,DAGLA,CNR1,Non-protein Signaling,DAGLA_CNR1
2832,DAGLA,CNR2,Non-protein Signaling,DAGLA_CNR2
2833,DAGLA,GPR55,Non-protein Signaling,DAGLA_GPR55
2834,DAGLB,CNR1,Non-protein Signaling,DAGLB_CNR1
2835,DAGLB,CNR2,Non-protein Signaling,DAGLB_CNR2
2836,DAGLB,GPR55,Non-protein Signaling,DAGLB_GPR55
2837,DHRS9,PGR,Non-protein Signaling,DHRS9_PGR
2838,APP,SORL1,Cell-Cell Contact,APP_SORL1
2839,APP,TNFRSF21,Cell-Cell Contact,APP_TNFRSF21
2840,APP,TREM2,Cell-Cell Contact,APP_TREM2
2841,APP,TYROBP,Cell-Cell Contact,APP_TYROBP
2842,ADORA3,ENTPD1,Cell-Cell Contact,ADORA3_ENTPD1
2843,CYP11B2,NR3C1,Non-protein Signaling,CYP11B2_NR3C1
2844,CYP11B2,NR3C2,Non-protein Signaling,CYP11B2_NR3C2
2845,CYP17A1,AR,Non-protein Signaling,CYP17A1_AR
2846,HSD17B6,NR1H4,Non-protein Signaling,HSD17B6_NR1H4
2847,APOA1,ABCA1,Cell-Cell Contact,APOA1_ABCA1
2848,APOA1,AMN,Cell-Cell Contact,APOA1_AMN
2849,APOA1,CUBN,Cell-Cell Contact,APOA1_CUBN
2850,APOA1,TREM2,Cell-Cell Contact,APOA1_TREM2
2851,APOA1,TYROBP,Cell-Cell Contact,APOA1_TYROBP
2852,APOA2,TREM2,Cell-Cell Contact,APOA2_TREM2
2853,APOA2,TYROBP,Cell-Cell Contact,APOA2_TYROBP
2854,APOB,APOBR,Cell-Cell Contact,APOB_APOBR
2855,APOB,TREM2,Cell-Cell Contact,APOB_TREM2
2856,APOB,TYROBP,Cell-Cell Contact,APOB_TYROBP
2857,APOE,TREM2,Cell-Cell Contact,APOE_TREM2
2858,APOE,TYROBP,Cell-Cell Contact,APOE_TYROBP
2859,ALDH1A1,CRABP2,Non-protein Signaling,ALDH1A1_CRABP2
2860,ALDH1A1,RARA,Non-protein Signaling,ALDH1A1_RARA
2861,ALDH1A1,RXRA,Non-protein Signaling,ALDH1A1_RXRA
2862,ALDH1A1,RARB,Non-protein Signaling,ALDH1A1_RARB
2863,ALDH1A1,RXRB,Non-protein Signaling,ALDH1A1_RXRB
2864,ALDH1A1,RARG,Non-protein Signaling,ALDH1A1_RARG
2865,ALDH1A1,RXRG,Non-protein Signaling,ALDH1A1_RXRG
2866,ALDH1A1,RORB,Non-protein Signaling,ALDH1A1_RORB
2867,ALDH1A2,CRABP2,Non-protein Signaling,ALDH1A2_CRABP2
2868,ALDH1A2,RARA,Non-protein Signaling,ALDH1A2_RARA
2869,ALDH1A2,RXRA,Non-protein Signaling,ALDH1A2_RXRA
2870,ALDH1A2,RARB,Non-protein Signaling,ALDH1A2_RARB
2871,ALDH1A2,RXRB,Non-protein Signaling,ALDH1A2_RXRB
2872,ALDH1A2,RARG,Non-protein Signaling,ALDH1A2_RARG
2873,ALDH1A2,RXRG,Non-protein Signaling,ALDH1A2_RXRG
2874,ALDH1A2,RORB,Non-protein Signaling,ALDH1A2_RORB
2875,ALDH1A3,CRABP2,Non-protein Signaling,ALDH1A3_CRABP2
2876,ALDH1A3,RARA,Non-protein Signaling,ALDH1A3_RARA
2877,ALDH1A3,RXRA,Non-protein Signaling,ALDH1A3_RXRA
2878,ALDH1A3,RARB,Non-protein Signaling,ALDH1A3_RARB
2879,ALDH1A3,RXRB,Non-protein Signaling,ALDH1A3_RXRB
2880,ALDH1A3,RARG,Non-protein Signaling,ALDH1A3_RARG
2881,ALDH1A3,RXRG,Non-protein Signaling,ALDH1A3_RXRG
2882,ALDH1A3,RORB,Non-protein Signaling,ALDH1A3_RORB
2883,BDNF,SORT1,Secreted Signaling,BDNF_SORT1
2884,BDNF,NGFR,Secreted Signaling,BDNF_NGFR
2885,CD160,TNFRSF14,Cell-Cell Contact,CD160_TNFRSF14
2886,CADM1,NECTIN3,Cell-Cell Contact,CADM1_NECTIN3
2887,CADM3,CADM1,Cell-Cell Contact,CADM3_CADM1
2888,CADM3,CADM4,Cell-Cell Contact,CADM3_CADM4
2889,CADM3,EPB41L1,Cell-Cell Contact,CADM3_EPB41L1
2890,CADM3,NECTIN3,Cell-Cell Contact,CADM3_NECTIN3
2891,CYP27B1,VDR,Non-protein Signaling,CYP27B1_VDR
2892,CD276,TREML2,Cell-Cell Contact,CD276_TREML2
2893,CEACAM1,CEACAM6,Cell-Cell Contact,CEACAM1_CEACAM6
2894,CEACAM1,CEACAM8,Cell-Cell Contact,CEACAM1_CEACAM8
2895,CEACAM5,CEACAM6,Cell-Cell Contact,CEACAM5_CEACAM6
2896,CEACAM6,CEACAM6,Cell-Cell Contact,CEACAM6_CEACAM6
2897,CEACAM8,CEACAM6,Cell-Cell Contact,CEACAM8_CEACAM6
2898,CEL,RORA,Non-protein Signaling,CEL_RORA
2899,CEL,RORC,Non-protein Signaling,CEL_RORC
2900,DHCR24,RORA,Non-protein Signaling,DHCR24_RORA
2901,DHCR24,RORC,Non-protein Signaling,DHCR24_RORC
2902,DHCR7,RORA,Non-protein Signaling,DHCR7_RORA
2903,DHCR7,RORC,Non-protein Signaling,DHCR7_RORC
2904,LIPA,RORA,Non-protein Signaling,LIPA_RORA
2905,LIPA,RORC,Non-protein Signaling,LIPA_RORC
2906,CNTN1,NOTCH1,Cell-Cell Contact,CNTN1_NOTCH1
2907,CNTN1,NOTCH2,Cell-Cell Contact,CNTN1_NOTCH2
2908,CYP11B1,NR3C1,Non-protein Signaling,CYP11B1_NR3C1
2909,CYP11B1,NR3C2,Non-protein Signaling,CYP11B1_NR3C2
2910,CRTAM,CADM1,Cell-Cell Contact,CRTAM_CADM1
2911,UBASH3B,ESR1,Non-protein Signaling,UBASH3B_ESR1
2912,UBASH3B,NR1I2,Non-protein Signaling,UBASH3B_NR1I2
2913,UBASH3B,PPARA,Non-protein Signaling,UBASH3B_PPARA
2914,DHCR7,NR1H2,Non-protein Signaling,DHCR7_NR1H2
2915,DHCR7,NR1H3,Non-protein Signaling,DHCR7_NR1H3
2916,CYP21A2,NR3C2,Non-protein Signaling,CYP21A2_NR3C2
2917,SULT1E1,PPARA,Non-protein Signaling,SULT1E1_PPARA
2918,SULT1E1,PPARD,Non-protein Signaling,SULT1E1_PPARD
2919,SULT1E1,PPARG,Non-protein Signaling,SULT1E1_PPARG
2920,SULT2A1,PPARA,Non-protein Signaling,SULT2A1_PPARA
2921,SULT2A1,PPARD,Non-protein Signaling,SULT2A1_PPARD
2922,SULT2A1,PPARG,Non-protein Signaling,SULT2A1_PPARG
2923,SULT1A1,PPARA,Non-protein Signaling,SULT1A1_PPARA
2924,SULT1A1,PPARD,Non-protein Signaling,SULT1A1_PPARD
2925,SULT1A1,PPARG,Non-protein Signaling,SULT1A1_PPARG
2926,SRD5A1,AR,Non-protein Signaling,SRD5A1_AR
2927,SRD5A2,AR,Non-protein Signaling,SRD5A2_AR
2928,SRD5A3,AR,Non-protein Signaling,SRD5A3_AR
2929,CYP19A1,ESR1,Non-protein Signaling,CYP19A1_ESR1
2930,CYP19A1,ESR2,Non-protein Signaling,CYP19A1_ESR2
2931,CYP19A1,GPER1,Non-protein Signaling,CYP19A1_GPER1
2932,CYP19A1,NR1I2,Non-protein Signaling,CYP19A1_NR1I2
2933,HSD17B1,ESR1,Non-protein Signaling,HSD17B1_ESR1
2934,HSD17B1,ESR2,Non-protein Signaling,HSD17B1_ESR2
2935,HSD17B1,GPER1,Non-protein Signaling,HSD17B1_GPER1
2936,HSD17B1,NR1I2,Non-protein Signaling,HSD17B1_NR1I2
2937,IGFBP3,TMEM219,Secreted Signaling,IGFBP3_TMEM219
2938,LAIR1,LILRB4,Cell-Cell Contact,LAIR1_LILRB4
2939,LGALS9,CD22,Secreted Signaling,LGALS9_CD22
2940,LGALS9,BCR,Secreted Signaling,LGALS9_BCR
2941,LGALS9,P4HB,Secreted Signaling,LGALS9_P4HB
2942,ASMT,MTNR1A,Non-protein Signaling,ASMT_MTNR1A
2943,ASMT,MTNR1B,Non-protein Signaling,ASMT_MTNR1B
2944,MICA,KLRK1,Cell-Cell Contact,MICA_KLRK1
2945,MICA,HCST,Cell-Cell Contact,MICA_HCST
2946,MICB,KLRK1,Cell-Cell Contact,MICB_KLRK1
2947,MICB,HCST,Cell-Cell Contact,MICB_HCST
2948,AMH,BMPR1B,Secreted Signaling,AMH_BMPR1B
2949,MMP2,ITGAV,Cell-Cell Contact,MMP2_ITGAV
2950,MMP2,ITGB3,Cell-Cell Contact,MMP2_ITGB3
2951,MMP2,MMP14,Cell-Cell Contact,MMP2_MMP14
2952,NTN1,DCC,Cell-Cell Contact,NTN1_DCC
2953,NTN1,DSCAM,Cell-Cell Contact,NTN1_DSCAM
2954,NTN1,UNC5A,Cell-Cell Contact,NTN1_UNC5A
2955,NTN1,UNC5B,Cell-Cell Contact,NTN1_UNC5B
2956,NTN1,UNC5C,Cell-Cell Contact,NTN1_UNC5C
2957,NTN4,NTRK2,Cell-Cell Contact,NTN4_NTRK2
2958,NTN4,UNC5B,Cell-Cell Contact,NTN4_UNC5B
2959,NTN4,UNC5D,Cell-Cell Contact,NTN4_UNC5D
2960,NTS,SORT1,Secreted Signaling,NTS_SORT1
2961,NRG1,ITGA6,Secreted Signaling,NRG1_ITGA6
2962,NRG1,ITGB4,Secreted Signaling,NRG1_ITGB4
2963,NTF3,NGFR,Secreted Signaling,NTF3_NGFR
2964,NTF4,NGFR,Secreted Signaling,NTF4_NGFR
2965,CD200,CD200R1,Cell-Cell Contact,CD200_CD200R1
2966,PECAM1,CD177,Cell-Cell Contact,PECAM1_CD177
2967,PECAM1,CD38,Cell-Cell Contact,PECAM1_CD38
2968,PPIA,BSG,Secreted Signaling,PPIA_BSG
2969,FDX1,NR1I2,Non-protein Signaling,FDX1_NR1I2
2970,FDX2,NR1I2,Non-protein Signaling,FDX2_NR1I2
2971,CYP11A1,NR1I2,Non-protein Signaling,CYP11A1_NR1I2
2972,FDXR,NR1I2,Non-protein Signaling,FDXR_NR1I2
2973,HSD3B1,CATSPER1,Non-protein Signaling,HSD3B1_CATSPER1
2974,HSD3B1,CATSPERB,Non-protein Signaling,HSD3B1_CATSPERB
2975,HSD3B1,CATSPERD,Non-protein Signaling,HSD3B1_CATSPERD
2976,HSD3B1,CATSPER2,Non-protein Signaling,HSD3B1_CATSPER2
2977,HSD3B1,CATSPER3,Non-protein Signaling,HSD3B1_CATSPER3
2978,HSD3B1,CATSPER4,Non-protein Signaling,HSD3B1_CATSPER4
2979,AKR1C3,PTGDR2,Non-protein Signaling,AKR1C3_PTGDR2
2980,RELN,LRP8,ECM-Receptor,RELN_LRP8
2981,RELN,VLDLR,ECM-Receptor,RELN_VLDLR
2982,RAET1E,HCST,Secreted Signaling,RAET1E_HCST
2983,ULBP1,HCST,Secreted Signaling,ULBP1_HCST
2984,ULBP2,HCST,Secreted Signaling,ULBP2_HCST
2985,ULBP3,HCST,Secreted Signaling,ULBP3_HCST
2986,RBP4,STRA6,Secreted Signaling,RBP4_STRA6
2987,DDC,HTR1A,Non-protein Signaling,DDC_HTR1A
2988,DDC,HTR1B,Non-protein Signaling,DDC_HTR1B
2989,DDC,HTR1D,Non-protein Signaling,DDC_HTR1D
2990,DDC,HTR1E,Non-protein Signaling,DDC_HTR1E
2991,DDC,HTR1F,Non-protein Signaling,DDC_HTR1F
2992,DDC,HTR2A,Non-protein Signaling,DDC_HTR2A
2993,DDC,HTR2B,Non-protein Signaling,DDC_HTR2B
2994,DDC,HTR2C,Non-protein Signaling,DDC_HTR2C
2995,DDC,HTR3A,Non-protein Signaling,DDC_HTR3A
2996,DDC,HTR3B,Non-protein Signaling,DDC_HTR3B
2997,DDC,HTR3C,Non-protein Signaling,DDC_HTR3C
2998,DDC,HTR3D,Non-protein Signaling,DDC_HTR3D
2999,DDC,HTR3E,Non-protein Signaling,DDC_HTR3E
3000,DDC,HTR4,Non-protein Signaling,DDC_HTR4
3001,DDC,HTR5A,Non-protein Signaling,DDC_HTR5A
3002,DDC,HTR6,Non-protein Signaling,DDC_HTR6
3003,DDC,HTR7,Non-protein Signaling,DDC_HTR7
3004,SIRPG,CD47,Cell-Cell Contact,SIRPG_CD47
3005,SLIT1,ROBO1,Secreted Signaling,SLIT1_ROBO1
3006,SLIT2,ROBO1,Secreted Signaling,SLIT2_ROBO1
3007,SLIT2,ROBO2,Secreted Signaling,SLIT2_ROBO2
3008,AKR1D1,AR,Non-protein Signaling,AKR1D1_AR
3009,HSD17B12,AR,Non-protein Signaling,HSD17B12_AR
3010,HSD17B3,AR,Non-protein Signaling,HSD17B3_AR
3011,GPHB5,TSHR,Non-protein Signaling,GPHB5_TSHR
3012,GPHA2,TSHR,Non-protein Signaling,GPHA2_TSHR
3013,DIO3,THRA,Non-protein Signaling,DIO3_THRA
3014,TG,THRA,Non-protein Signaling,TG_THRA
3015,DIO3,THRB,Non-protein Signaling,DIO3_THRB
3016,TG,THRB,Non-protein Signaling,TG_THRB
3017,TULP1,TYRO3,Secreted Signaling,TULP1_TYRO3
3018,TULP2,TYRO3,Secreted Signaling,TULP2_TYRO3
3019,TULP1,AXL,Secreted Signaling,TULP1_AXL
3020,TULP1,MERTK,Secreted Signaling,TULP1_MERTK
3021,TUB,MERTK,Secreted Signaling,TUB_MERTK
3022,PROS1,MERTK,Secreted Signaling,PROS1_MERTK
3023,PLAU,PLAUR,Secreted Signaling,PLAU_PLAUR
3024,VCAM1,ITGAD,Cell-Cell Contact,VCAM1_ITGAD
3025,VCAM1,ITGB2,Cell-Cell Contact,VCAM1_ITGB2
